record_id,date,mine_name,state,district,mine_latitude,mine_longitude,target_rom_tonnes,actual_rom_tonnes,equipment_downtime_hours,blast_delay_minutes,rainfall_mm,target_basis,calibration_quality,data_status
PROD-0000013,2022-04-13,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,960.88,884.89,2.74,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000014,2022-04-14,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1060.71,1026.55,2.97,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000015,2022-04-15,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,935.16,880.49,2.82,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000016,2022-04-16,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,856.9,830.94,0.63,0,3.86,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000017,2022-04-17,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,877.53,841.08,0.0,26,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000018,2022-04-18,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,908.27,767.29,1.58,47,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000019,2022-04-19,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1081.19,1040.27,0.13,0,8.87,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000020,2022-04-20,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1005.41,893.7,1.33,50,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000021,2022-04-21,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,914.97,859.3,0.03,0,1.9,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000022,2022-04-22,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1142.5,1137.97,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000023,2022-04-23,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,928.11,857.64,1.22,155,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000024,2022-04-24,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1027.51,1008.0,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000025,2022-04-25,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,994.12,948.41,0.0,37,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000026,2022-04-26,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,930.01,869.78,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000027,2022-04-27,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,861.47,854.94,0.11,0,7.55,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000028,2022-04-28,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1139.54,1061.86,1.04,0,1.08,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000029,2022-04-29,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,995.25,953.32,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000030,2022-04-30,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,957.36,919.71,4.3,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000031,2022-05-01,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1029.38,1024.96,0.13,0,8.66,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000032,2022-05-02,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1062.01,995.32,3.76,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000033,2022-05-03,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,837.98,770.52,0.33,0,22.29,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000034,2022-05-04,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,946.12,901.44,0.11,0,7.31,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000035,2022-05-05,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,938.25,852.27,1.05,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000036,2022-05-06,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1029.97,889.84,6.4,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000037,2022-05-07,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1002.38,942.16,1.4,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000038,2022-05-08,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,948.75,886.43,0.38,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000039,2022-05-09,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,974.49,935.74,0.39,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000040,2022-05-10,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,911.77,826.84,2.3,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000041,2022-05-11,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,940.15,884.26,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000042,2022-05-12,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1125.22,997.3,7.27,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000043,2022-05-13,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,986.26,953.84,1.85,0,5.59,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000044,2022-05-14,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,934.81,826.29,2.95,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000045,2022-05-15,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,977.85,930.55,2.24,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000046,2022-05-16,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1029.03,940.93,0.71,59,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000047,2022-05-17,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1087.44,994.74,2.41,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000048,2022-05-18,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1045.41,980.17,1.09,60,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000049,2022-05-19,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,898.32,898.67,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000050,2022-05-20,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,908.13,866.63,0.88,30,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000051,2022-05-21,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,877.11,866.78,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000052,2022-05-22,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,939.54,921.37,0.08,0,5.14,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000053,2022-05-23,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1005.01,957.19,2.72,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000054,2022-05-24,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,876.43,829.37,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000055,2022-05-25,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1025.3,968.53,1.73,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000056,2022-05-26,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1008.09,965.22,1.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000057,2022-05-27,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1033.46,937.53,2.95,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000058,2022-05-28,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,915.93,871.15,1.67,18,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000059,2022-05-29,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1018.81,919.02,1.47,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000060,2022-05-30,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1064.56,983.0,1.74,14,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000061,2022-05-31,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,905.41,877.76,0.74,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000062,2022-06-01,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1093.72,957.6,3.81,0,34.58,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000063,2022-06-02,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,886.42,844.02,0.19,0,12.45,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000064,2022-06-03,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,857.7,738.69,5.17,64,73.59,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000065,2022-06-04,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,973.21,906.6,3.54,0,27.05,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000066,2022-06-05,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,985.36,955.36,0.73,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000067,2022-06-06,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1093.79,1044.3,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000068,2022-06-07,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,957.21,850.45,3.87,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000069,2022-06-08,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,964.51,909.0,0.46,0,30.98,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000070,2022-06-09,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,997.45,924.63,0.46,35,30.39,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000071,2022-06-10,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,924.08,810.1,0.94,151,62.8,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000072,2022-06-11,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,858.97,809.68,1.98,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000073,2022-06-12,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,999.84,853.71,5.82,40,15.06,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000074,2022-06-13,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,873.44,776.97,2.17,0,22.69,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000075,2022-06-14,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,970.18,909.1,2.02,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000076,2022-06-15,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,902.17,868.74,0.56,0,37.07,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000077,2022-06-16,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1073.29,1063.38,1.78,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000078,2022-06-17,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,932.64,908.77,0.0,39,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000079,2022-06-18,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1033.48,1049.46,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000080,2022-06-19,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1048.87,984.03,0.41,0,27.3,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000081,2022-06-20,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,969.53,918.21,0.18,35,11.93,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000082,2022-06-21,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,952.92,855.53,2.56,51,48.13,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000083,2022-06-22,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1007.13,983.69,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000084,2022-06-23,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,908.58,828.9,2.75,0,32.02,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000085,2022-06-24,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1043.26,1012.0,0.12,0,8.02,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000086,2022-06-25,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,927.88,912.3,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000087,2022-06-26,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,895.53,861.18,0.09,0,5.9,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000088,2022-06-27,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1018.79,981.04,0.02,5,1.1,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000089,2022-06-28,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,872.14,857.23,0.0,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000090,2022-06-29,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,825.94,773.66,2.21,0,21.69,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000091,2022-06-30,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1007.53,927.07,2.42,0,0.0,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
PROD-0000092,2022-07-01,Balaghat,Madhya Pradesh,Balaghat,21.833333,80.233333,1013.06,939.94,0.21,0,14.3,OFFICIAL_ANNUAL_PLAN,OFFICIAL_SAME_PERIOD,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE
